protein,ECC,GO_Nb,SL_Nb,essential,ES
YHR178W,0.1974108220152524,5.869047619047619,0.0,0,0.1974108220152524
YHR200W,0.5412756371854448,27.4,0.0,0,0.5412756371854448
YJL115W,0.4273782177429499,4.55672268907563,42.66666666666667,0,0.4273782177429499
YJR073C,0.43135052821584696,27.714285714285715,13.972222222222221,0,0.43135052821584696
YJR140C,0.1538821740047849,3.939393939393939,4.5,0,0.1538821740047849
YKL118W,0.18159052227899983,4.067857142857143,0.0,0,0.18159052227899983
YKR029C,0.08652158652158654,0.0,0.0,0,0.0
YLR055C,8.3178273791067,96.5333333333333,24.0,0,8.3178273791067
YLR085C,4.788468895442562,395.3166666666667,228.58333333333334,0,4.788468895442562
YLR087C,0.45923271004132904,17.687229437229437,81.08333333333333,0,0.45923271004132904
YLR111W,0.8642730960179883,21.458297258297257,0.0,0,0.8642730960179883
YLR268W,1.5970778049869787,65.21626984126985,44.38888888888889,0,1.5970778049869787
YLR384C,0.1039081289081289,7.285714285714286,9.75,0,0.1039081289081289
YLR418C,2.1700791987511505,121.46600066600068,592.5,0,2.1700791987511505
YML041C,0.6924473479286524,46.75,67.33333333333334,0,0.6924473479286524
YML047C,0.0,0.0,0.0,0,0.0
YMR060C,0.12706661375194755,0.0,0.0,0,0.0
YMR312W,0.5358457534706448,23.806135531135528,16.333333333333332,0,0.5358457534706448
YNL140C,0.12970661573425124,4.432142857142857,0.0,0,0.12970661573425124
YNL215W,0.12332599174704437,40.0,14.0,0,0.12332599174704437
YNL298W,8.046642015704219,454.3016872016872,0.0,0,8.046642015704219
YOL012C,3.8346881458261137,149.6883116883117,92.16666666666667,0,3.8346881458261137
YOR123C,0.5204762581735113,17.299999999999997,35.0,0,0.5204762581735113
YOR213C,0.0,0.0,0.0,0,0.0
YOR304W,0.0,0.0,0.0,0,0.0
YPL055C,0.48844413556680727,25.73333333333333,76.0,0,0.48844413556680727
YPL086C,0.1278898082695551,7.25,10.25,0,0.1278898082695551
YPL101W,0.10654952173939515,2.8166666666666664,8.666666666666666,0,0.10654952173939515
YPL102C,0.023544973544973542,0.0,0.0,0,0.0
YPL144W,0.0,0.0,0.0,0,0.0
YPL174C,5.245175496635571,485.0,215.7333333333333,0,5.245175496635571
YPR023C,0.13617891754909822,5.619047619047619,2.0,0,0.13617891754909822
YAL014C,0.19642857142857142,2.013888888888889,2.25,0,0.19642857142857142
YAL030W,0.8345959595959597,8.344871794871795,4.666666666666667,0,0.8345959595959597
YMR197C,1.814033189033189,12.90277777777778,22.416666666666668,1,1.814033189033189
YOR036W,0.995238095238095,15.166666666666668,31.833333333333332,1,0.995238095238095
YAL016W,0.30000000000000004,2.840336134453781,0.0,0,0.30000000000000004
YCR066W,0.0696078431372549,1.3333333333333333,4.0,0,0.0696078431372549
YDL134C,0.6111111111111112,5.328571428571428,0.0,0,0.6111111111111112
YNL127W,0.3611111111111111,2.083333333333333,0.0,0,0.3611111111111111
YOR014W,0.2693457943925234,3.284313725490196,9.166666666666668,0,0.2693457943925234
YAL020C,0.0,0.0,0.0,0,0.0
YML085C,2.0716921070065086,100.0,114.08333333333333,1,2.0716921070065086
YAL021C,0.5261904761904762,2.2976190476190474,12.5,0,0.5261904761904762
YDL160C,0.8650385565507049,5.880952380952381,29.0,0,0.8650385565507049
YGL178W,0.5327380952380952,10.1,10.5,0,0.5327380952380952
YGR092W,1.3975810738968633,11.411111111111111,9.758333333333333,0,1.3975810738968633
YGR116W,1.7936974789915965,0.0,2.0,1,1.7936974789915965
YJL127C,0.0,0.0,0.0,0,0.0
YJR060W,1.0632001280838461,7.784632034632034,20.277777777777775,0,1.0632001280838461
YLR150W,0.0,0.0,0.0,0,0.0
YML032C,5.354100384744382,251.2760989010989,460.6666666666667,0,5.354100384744382
YNR052C,0.8399230660643705,6.857142857142857,17.725,1,0.8399230660643705
YAL023C,1.6316895139754317,2.063492063492064,3.0,0,1.6316895139754317
YDL095W,2.1333333333333333,0.0,3.0,0,2.1333333333333333
YJR143C,1.7333333333333334,0.0,3.0,0,1.7333333333333334
YOR321W,1.7333333333333334,0.0,3.0,0,1.7333333333333334
YAL024C,1.15185736610244,94.0,47.733333333333334,0,1.15185736610244
YAR019C,1.7889338731443996,31.563492063492067,19.761111111111113,1,1.7889338731443996
YBR140C,0.0,0.0,0.0,1,0.0
YGR152C,1.046067821067821,27.26388888888889,8.166666666666666,0,1.046067821067821
YHR152W,0.29465214761040526,10.25,0.0,0,0.29465214761040526
YIL106W,0.9525252525252526,14.785714285714288,4.366666666666667,1,0.9525252525252526
YIR009W,0.0,0.0,0.0,0,0.0
YML064C,0.5526315789473683,41.43650793650794,0.0,1,0.5526315789473683
YNL098C,0.8803418803418803,13.311507936507937,14.916666666666666,0,0.8803418803418803
YOR101W,1.1006216006216005,24.78571428571429,14.916666666666666,0,1.1006216006216005
YAL025C,0.09347826086956522,0.0,4.0,1,0.09347826086956522
YJR044C,0.0,0.0,0.0,0,0.0
YAL026C,0.21424645511996698,2.063492063492064,0.0,0,0.21424645511996698
YPL048W,0.0,0.0,0.0,0,0.0
YPL146C,0.0,0.0,0.0,1,0.0
YAL028W,0.0,0.0,0.0,0,0.0
YLR233C,0.0,0.0,0.0,0,0.0
YAL029C,0.0,0.0,0.0,0,0.0
YFL039C,1.2458501295459756,15.07200956937799,52.333333333333336,1,1.2458501295459756
YBL050W,1.6794733044733043,17.18888888888889,38.5,1,1.6794733044733043
YDR164C,0.0,0.0,0.0,1,0.0
YDR468C,1.5403170359052714,14.875,11.500000000000002,1,1.5403170359052714
YGR009C,0.7005649717514124,11.833333333333332,0.0,1,0.7005649717514124
YOR327C,0.3794975300449753,9.266666666666666,7.75,0,0.3794975300449753
YPL232W,0.25,2.628205128205128,0.0,0,0.25
YAL032C,0.4117063492063492,6.916666666666666,13.833333333333332,1,0.4117063492063492
YDR416W,0.0,0.0,0.0,1,0.0
YLR345W,0.1736111111111111,3.5,9.333333333333334,0,0.1736111111111111
YLR423C,0.9155235965919394,61.26410256410258,86.44166666666668,0,0.9155235965919394
YPL151C,0.23809523809523808,4.0,1.0,1,0.23809523809523808
YAL033W,0.0,0.0,0.0,1,0.0
YJR115W,0.0,0.0,0.0,0,0.0
YAL034W-A,0.0,0.0,0.0,1,0.0
YGL172W,0.7981997677119629,12.69047619047619,8.333333333333332,1,0.7981997677119629
YGR120C,0.8800098884459688,27.857142857142858,20.16666666666666,1,0.8800098884459688
YKL103C,0.3380044046604149,1.4285714285714286,5.166666666666667,0,0.3380044046604149
YAL035W,0.0,0.0,0.0,1,0.0
YDL220C,0.6666666666666666,9.0,4.0,1,0.6666666666666666
YLR241W,0.0,0.0,0.0,0,0.0
YAL036C,0.27692307692307694,5.4,13.3,0,0.27692307692307694
YDL065C,0.4204834497703768,6.7,4.116666666666666,0,0.4204834497703768
YDR152W,0.0,0.0,0.0,0,0.0
YNR022C,0.0,0.0,0.0,0,0.0
YAL038W,0.0,0.0,0.0,1,0.0
YNL307C,0.1305838858645211,29.75,0.0,0,0.1305838858645211
YOR347C,0.0,0.0,0.0,0,0.0
YBL016W,1.293641343176947,4.357142857142857,1.5,0,1.293641343176947
YBR160W,1.174299049022704,19.80725108225108,0.0,1,1.174299049022704
YDL047W,2.0561242678889737,5.0,8.5,0,2.0561242678889737
YDL132W,2.644045776205219,30.152380952380952,23.416666666666664,1,2.644045776205219
YER167W,0.0,0.0,0.0,0,0.0
YFR040W,2.675814449948494,7.935064935064935,8.5,0,2.675814449948494
YJL013C,3.9908524216228076,192.46666666666667,165.33333333333334,0,3.9908524216228076
YJL098W,2.573873185637891,4.090909090909091,0.0,0,2.573873185637891
YJL157C,0.47730504789328315,3.333333333333333,0.0,1,0.47730504789328315
YKL092C,0.16993464052287582,0.0,0.0,0,0.0
YKR028W,2.5738731856378916,4.090909090909091,8.5,0,2.5738731856378916
YLL024C,0.0,0.0,0.0,0,0.0
YLR079W,2.593784092584402,83.8,13.458333333333332,0,2.593784092584402
YMR199W,1.4567226890756302,47.766666666666666,0.0,0,1.4567226890756302
YOL145C,0.0,0.0,0.0,0,0.0
YPL256C,2.053244631185808,57.21904761904762,0.0,0,2.053244631185808
YAL041W,1.5727272727272728,63.73409090909091,0.0,1,1.5727272727272728
YBR200W,3.6193142364854114,162.27380952380952,207.83333333333334,1,3.6193142364854114
YDR264C,1.1976874003189792,14.0,11.416666666666666,0,1.1976874003189792
YER155C,4.648937277378327,147.13582251082252,0.0,0,4.648937277378327
YGL233W,1.290169246948908,5.208333333333334,8.555555555555554,1,1.290169246948908
YGR221C,0.0,0.0,0.0,0,0.0
YHL007C,1.0548800872330284,33.33116883116883,6.111111111111111,0,1.0548800872330284
YIL079C,0.0,0.0,0.0,0,0.0
YJL187C,0.5304560195222071,3.6363636363636367,14.666666666666666,0,0.5304560195222071
YKL080W,0.0,0.0,0.0,0,0.0
YLR206W,0.0,0.0,0.0,0,0.0
YLR229C,2.6709143880029953,83.06111388611389,31.222222222222225,1,2.6709143880029953
YOR188W,0.5174306086070792,116.0,0.0,0,0.5174306086070792
YOR212W,1.643859649122807,13.129761904761905,0.0,0,1.643859649122807
YPL161C,1.9071621801045646,252.66666666666669,0.0,0,1.9071621801045646
YAL042W,0.0,0.0,0.0,0,0.0
YDL239C,0.4597014925373134,18.35,11.777777777777779,0,0.4597014925373134
YML067C,0.0,0.0,0.0,0,0.0
YAL043C,3.4027777777777777,16.616666666666667,6.0,1,3.4027777777777777
YDR301W,4.81547619047619,22.25,7.0,1,4.81547619047619
YJR093C,4.65,23.2,17.0,1,4.65
YKR002W,3.8,14.492857142857142,17.5,1,3.8
YLR115W,3.700396825396826,22.75,6.0,1,3.700396825396826
YLR277C,4.055555555555556,16.00952380952381,7.0,1,4.055555555555556
YPR107C,4.601190476190476,19.200000000000003,7.0,1,4.601190476190476
YAL047C,0.4,0.0,3.0,0,0.4
YGL212W,0.1678012212079076,6.111111111111112,25.5,0,0.1678012212079076
YHR172W,1.042857142857143,3.858585858585859,5.527777777777778,1,1.042857142857143
YIL061C,0.0,0.0,0.0,1,0.0
YJL113W,0.8333333333333333,0.0,0.0,0,0.0
YJL114W,0.8333333333333333,0.0,0.0,0,0.0
YLR045C,0.19880021938845469,6.404761904761905,6.277777777777779,1,0.19880021938845469
YLR429W,0.0,0.0,0.0,0,0.0
YNL126W,1.1917748917748918,4.571428571428571,6.861111111111111,1,1.1917748917748918
YAL049C,0.0,0.0,0.0,0,0.0
YNL094W,0.8812412486615601,2.0090909090909093,137.95,0,0.8812412486615601
YAL051W,0.0,0.0,0.0,0,0.0
YOR363C,0.0,0.0,0.0,0,0.0
YAL054C,0.0,0.0,0.0,0,0.0
YLR153C,0.0,0.0,0.0,1,0.0
YAL058W,0.08840579710144927,0.0,0.0,0,0.0
YGL084C,0.892909514731425,11.283333333333331,58.583333333333336,1,0.892909514731425
YKL194C,0.0,0.0,0.0,0,0.0
YKL197C,0.0,0.0,0.0,0,0.0
YNL171C,0.2596298259990001,3.333333333333333,0.0,0,0.2596298259990001
YNR036C,0.0,0.0,0.0,0,0.0
YAL064W,0.0,0.0,0.0,0,0.0
YKR011C,0.0,0.0,0.0,0,0.0
YAL067C,0.0,0.0,0.0,0,0.0
YGR055W,0.0,0.0,0.0,0,0.0
YAR003W,0.20055703066008002,3.8,0.0,0,0.20055703066008002
YBR175W,0.20541408806613193,4.0,2.0,0,0.20541408806613193
YDR140W,0.0,0.0,0.0,0,0.0
YAR007C,1.0571428571428572,3.4784461152882207,3.0,1,1.0571428571428572
YJL173C,1.0571428571428572,4.423809523809524,3.0,1,1.0571428571428572
YNL312W,1.0571428571428572,4.9641604010025056,3.0,1,1.0571428571428572
YPL022W,0.0,0.0,0.0,0,0.0
YAR008W,1.4,1.2,3.0,1,1.4
YBL051C,0.09777609899360794,9.0,10.333333333333334,0,0.09777609899360794
YLR105C,1.2000000000000002,2.2666666666666666,3.0,1,1.2000000000000002
YMR059W,1.5666666666666667,3.333333333333333,3.0,1,1.5666666666666667
YPL083C,1.5666666666666667,2.2666666666666666,3.0,1,1.5666666666666667
YAR014C,0.15171064002846832,1.6666666666666667,0.0,0,0.15171064002846832
YDR195W,0.13333333333333333,0.0,0.0,0,0.0
YER054C,0.0,0.0,0.0,0,0.0
YER133W,0.6633333333333334,2.1142857142857143,4.791666666666666,1,0.6633333333333334
YER158C,0.0,0.0,0.0,0,0.0
YIL045W,0.34285714285714286,2.1142857142857143,0.0,0,0.34285714285714286
YMR071C,0.0,0.0,0.0,1,0.0
YNL333W,1.774801587301587,11.3,0.0,0,1.774801587301587
YAR018C,0.0,0.0,0.0,0,0.0
YBL106C,0.3715145304263876,4.564102564102564,0.0,0,0.3715145304263876
YFR028C,0.0,0.0,0.0,1,0.0
YGL116W,0.035555555555555556,2.414285714285714,9.333333333333334,1,0.035555555555555556
YMR001C,0.17424242424242425,2.063492063492064,0.0,1,0.17424242424242425
YPR111W,0.6393939393939395,2.063492063492064,0.0,1,0.6393939393939395
YAR027W,0.0,0.0,0.0,0,0.0
YAR030C,0.0,0.0,0.0,0,0.0
YBR135W,0.5984126984126983,43.72987012987013,0.0,1,0.5984126984126983
YAR031W,0.0,0.0,0.0,0,0.0
YBR217W,0.8155038759689922,12.033333333333337,19.5,0,0.8155038759689922
YCR030C,0.0,0.0,0.0,0,0.0
YAR033W,0.0,0.0,0.0,0,0.0
YGL051W,0.0,0.0,0.0,0,0.0
YAR035W,0.0,0.0,0.0,0,0.0
YGR069W,0.0,0.0,0.0,0,0.0
YAR066W,0.0,0.0,0.0,0,0.0
YDR074W,0.8571428571428571,2.033333333333333,3.0,0,0.8571428571428571
YBL001C,0.054563492063492064,2.0090909090909093,0.0,0,0.054563492063492064
YDR510W,0.26675360882827226,6.0,0.0,1,0.26675360882827226
YER067W,0.0,0.0,0.0,0,0.0
YBL002W,0.0,0.0,0.0,0,0.0
YCL066W,0.0,0.0,0.0,0,0.0
YCR040W,0.0,0.0,0.0,0,0.0
YBL006C,0.0,0.0,0.0,0,0.0
YDR489W,0.0,0.0,0.0,1,0.0
YBL007C,3.3085929502616156,53.447222222222216,97.59000000000003,0,3.3085929502616156
YBR205W,0.07631578947368421,1.25,25.2,0,0.07631578947368421
YCR088W,1.5913311001246508,21.5,134.45,1,1.5913311001246508
YDR388W,8.43681173039928,289.82351274456533,1194.4499999999998,0,8.43681173039928
YGL104C,0.0,0.0,0.0,0,0.0
YGR268C,0.18080059303187546,10.0,50.2,0,0.18080059303187546
YHR016C,1.7494916869638888,10.6,230.11666666666667,0,1.7494916869638888
YIR006C,0.0,0.0,0.0,1,0.0
YJL004C,0.21527349331510623,12.666666666666666,28.35,0,0.21527349331510623
YJL151C,0.07631578947368421,1.0,6.3,0,0.07631578947368421
YKR030W,0.15330930415099348,3.74512987012987,14.011111111111111,0,0.15330930415099348
YLR064W,0.07631578947368421,0.0,6.3,0,0.07631578947368421
YLR078C,0.22738095238095238,6.880952380952381,3.444444444444444,1,0.22738095238095238
YMR253C,0.0,0.0,0.0,0,0.0
YNL138W,0.7442357494247783,7.791666666666666,53.2,1,0.7442357494247783
YNL152W,0.0,0.0,0.0,1,0.0
YOR181W,1.9795399314198123,26.56349206349206,0.0,1,1.9795399314198123
YOR284W,0.9422179075153181,4.533333333333333,117.78333333333333,0,0.9422179075153181
YPL246C,0.30466303373111675,4.196825396825397,12.6,0,0.30466303373111675
YPR171W,0.44039481572744255,4.0313852813852815,18.733333333333334,0,0.44039481572744255
YGR063C,0.0,0.0,0.0,0,0.0
YOR038C,0.21041666666666667,0.0,4.5,0,0.21041666666666667
YBL010C,0.0,0.0,0.0,0,0.0
YKR022C,0.0,0.0,0.0,1,0.0
YBL014C,0.6666666666666666,2.25,1.3333333333333333,1,0.6666666666666666
YJL025W,0.8333333333333333,2.25,2.9166666666666665,1,0.8333333333333333
YML043C,0.8333333333333333,2.0,2.9166666666666665,1,0.8333333333333333
YDL159W,1.4445255466927294,5.771428571428571,0.0,0,1.4445255466927294
YDR103W,1.5154888970678444,14.213095238095235,9.333333333333334,0,1.5154888970678444
YDR469W,0.15202702702702703,1.2,4.0,0,0.15202702702702703
YDR480W,1.1252747252747253,3.871428571428571,9.0,0,1.1252747252747253
YHR168W,0.0,0.0,0.0,0,0.0
YIL169C,0.0,0.0,0.0,0,0.0
YLR313C,0.7284075573549258,2.0047619047619047,0.0,0,0.7284075573549258
YLR362W,1.9726978615955182,19.08681318681319,0.0,0,1.9726978615955182
YPL049C,1.010989010989011,4.25,9.0,0,1.010989010989011
YBL018C,0.0,0.0,0.0,1,0.0
YBL019W,0.0,0.0,0.0,0,0.0
YEL009C,0.0,0.0,0.0,0,0.0
YBL021C,1.1454545454545455,4.542857142857143,4.0,0,1.1454545454545455
YGL237C,1.2121212121212122,8.799999999999999,12.333333333333334,0,1.2121212121212122
YKL109W,0.9222222222222223,2.1142857142857143,3.0,0,0.9222222222222223
YOR358W,1.1882275485328921,12.387698412698413,16.333333333333332,0,1.1882275485328921
YBL022C,0.0,0.0,0.0,0,0.0
YDR086C,0.0,0.0,0.0,1,0.0
YBL023C,0.043976179569399906,0.0,0.0,1,0.0
YDL017W,2.045454308257493,81.49036796536798,0.0,1,2.045454308257493
YDR052C,2.381526596111035,84.72291334396597,0.0,1,2.381526596111035
YIL150C,0.0,0.0,0.0,1,0.0
YLR103C,4.529548554889196,245.5623340024269,546.8333333333334,1,4.529548554889196
YOR196C,0.0,0.0,0.0,0,0.0
YBL024W,0.13617891754909822,6.333333333333334,1.0,0,0.13617891754909822
YGR237C,0.0,0.0,0.0,0,0.0
YBL025W,0.0,0.0,0.0,0,0.0
YDL113C,0.0,0.0,0.0,0,0.0
YIL141W,0.0,0.0,0.0,0,0.0
YJR087W,0.0,0.0,0.0,0,0.0
YMR270C,0.0,0.0,0.0,1,0.0
YBL026W,3.2964076141405476,62.42792397660818,114.75,1,3.2964076141405476
YBL066C,0.0696078431372549,0.0,4.5,0,0.0696078431372549
YCR020C-A,0.4139496474954,0.0,0.0,0,0.0
YCR077C,3.2483098041147582,77.43452380952381,78.75000000000001,0,3.2483098041147582
YDL175C,0.1377141847730083,3.1,6.0,0,0.1377141847730083
YDR166C,0.5169491525423728,3.4166666666666665,0.0,1,0.5169491525423728
YDR378C,3.6240464290975796,67.5059523809524,59.34444444444445,1,3.6240464290975796
YDR440W,0.07572286204361675,2.6722222222222225,18.25,0,0.07572286204361675
YEL015W,1.6334599018860023,16.729448621553885,54.166666666666664,0,1.6334599018860023
YER025W,0.0508578431372549,0.0,0.0,1,0.0
YER112W,3.2437996820349766,65.16626984126984,78.5,1,3.2437996820349766
YER146W,3.5186517399752693,56.70116959064328,203.33333333333331,1,3.5186517399752693
YGL173C,5.182601025902091,121.17765567765566,97.0,0,5.182601025902091
YGL185C,0.0,0.0,0.0,0,0.0
YGR077C,0.0,0.0,0.0,0,0.0
YGR158C,0.08104575163398693,1.4,2.0,1,0.08104575163398693
YIL048W,0.14616013071895426,0.0,2.6666666666666665,1,0.14616013071895426
YIL066C,0.0,0.0,0.0,0,0.0
YIL132C,0.08609738884968243,2.166666666666667,2.25,0,0.08609738884968243
YJL124C,2.363121940695469,77.94642857142857,121.65000000000002,0,2.363121940695469
YJR022W,2.4705882352941178,91.91666666666666,66.16666666666667,1,2.4705882352941178
YLR039C,2.2627737226277382,261.80238095238093,291.3333333333333,0,2.2627737226277382
YLR120C,0.0,0.0,0.0,0,0.0
YLR126C,0.0,0.0,0.0,0,0.0
YLR128W,0.0,0.0,0.0,0,0.0
YLR275W,0.3722704991087344,2.0,19.333333333333332,1,0.3722704991087344
YLR438C-A,3.1737855589837687,46.02182539682539,66.0,1,3.1737855589837687
YMR066W,0.0,0.0,0.0,0,0.0
YMR207C,0.0,0.0,0.0,0,0.0
YMR237W,0.0,0.0,0.0,0,0.0
YMR268C,0.7493952126305068,11.25,23.833333333333332,1,0.7493952126305068
YNL118C,1.0387299063769653,18.70655806182122,39.0,1,1.0387299063769653
YNL147W,3.3960549970620306,38.96386800334168,50.25,1,3.3960549970620306
YNL264C,0.0,0.0,0.0,0,0.0
YNL287W,0.30000000000000004,2.0,0.4,1,0.30000000000000004
YOL102C,0.0,0.0,0.0,1,0.0
YOL149W,4.571704056156035,88.04285714285714,122.66666666666666,1,4.571704056156035
YOL163W,0.0,0.0,0.0,0,0.0
YOR017W,0.0,0.0,0.0,0,0.0
YOR043W,0.0,0.0,0.0,0,0.0
YOR191W,0.0,0.0,0.0,0,0.0
YPL042C,0.34025974025974026,2.6095238095238096,17.25,0,0.34025974025974026
YPL115C,0.6607391165352524,35.49166666666667,5.833333333333333,1,0.6607391165352524
YPL119C,0.0,0.0,0.0,0,0.0
YPL249C,0.0,0.0,0.0,0,0.0
YPR032W,0.0269071132102476,0.0,1.3333333333333333,0,0.0269071132102476
YPR184W,0.0508578431372549,0.0,2.25,0,0.0508578431372549
YBR084C-A,0.0,0.0,0.0,0,0.0
YBL032W,0.0,0.0,0.0,0,0.0
YFR012W,0.0,0.0,0.0,0,0.0
YBL033C,0.0,0.0,0.0,0,0.0
YNL105W,0.0,0.0,0.0,0,0.0
YPR172W,0.0,0.0,0.0,0,0.0
YBL034C,0.1,3.157142857142857,0.5,1,0.1
YDR330W,0.0,0.0,0.0,0,0.0
YFL037W,4.709396547252,92.89149184149186,232.08333333333331,1,4.709396547252
YBL038W,0.0,0.0,0.0,0,0.0
YGR033C,0.0,0.0,0.0,0,0.0
YBL039C,0.0,0.0,0.0,0,0.0
YJR103W,0.0,0.0,0.0,0,0.0
YBL040C,0.0,0.0,0.0,1,0.0
YCR067C,0.0,0.0,0.0,0,0.0
YDR077W,0.0,0.0,0.0,0,0.0
YBL042C,0.0,0.0,0.0,0,0.0
YBR021W,0.0,0.0,0.0,0,0.0
YER021W,0.0,0.0,0.0,1,0.0
YBL043W,0.0,0.0,0.0,0,0.0
YDR099W,0.2777777777777778,0.0,0.0,0,0.0
YBL044W,0.0,0.0,0.0,0,0.0
YJL159W,0.0,0.0,0.0,0,0.0
YBL045C,0.34108527131782945,0.0,4.5,0,0.34108527131782945
YLR090W,0.34108527131782945,0.0,4.5,0,0.34108527131782945
YPR191W,0.0,0.0,0.0,0,0.0
YBL049W,0.062332301341589263,5.0,0.0,0,0.062332301341589263
YGR172C,1.23343653250774,15.05,23.72222222222222,1,1.23343653250774
YIL034C,1.929620671756631,36.12857142857143,45.16666666666667,0,1.929620671756631
YBR080C,0.14646464646464646,2.0,4.5,1,0.14646464646464646
YHL031C,1.0680018077356475,27.801587301587304,47.833333333333336,0,1.0680018077356475
YKR068C,4.604761904761904,39.52063492063492,36.083333333333336,1,4.604761904761904
YLR093C,0.2159090909090909,3.333333333333333,2.25,0,0.2159090909090909
YOL018C,0.8233835690456318,20.43524531024531,19.944444444444443,0,0.8233835690456318
YOR106W,0.5362802004385796,8.175,14.666666666666666,1,0.5362802004385796
